episode_hash,task,task_description,lab,embodiment,num_frames,objects,rig_name,zarr_mp4_path,zarr_processed_path,canonical_task,split
2026-06-07-05-08-09-142573,fold_blue_jeans,Fold a pair of blue jeans on a table into a compact folded shape.,microagi,human_bimanual,355.0,,,s3://rldb/processed_v3/microagi/2026-06-07-05-08-09-142573.mp4,s3://rldb/processed_v3/microagi/2026-06-07-05-08-09-142573.zarr,fold_clothes,train
2026-06-07-05-20-14-569870,fold_blue_jeans,Fold a pair of blue jeans on a table into a compact folded shape.,microagi,human_bimanual,685.0,,,s3://rldb/processed_v3/microagi/2026-06-07-05-20-14-569870.mp4,s3://rldb/processed_v3/microagi/2026-06-07-05-20-14-569870.zarr,fold_clothes,train
2026-06-17-00-32-49-958162,fold_blue_jeans,Fold a pair of blue jeans in half lengthwise and then fold again into a compact rectangle on a flat surface.,microagi,human_bimanual,636.0,,,s3://rldb/processed_v3/microagi/2026-06-17-00-32-49-958162.mp4,s3://rldb/processed_v3/microagi/2026-06-17-00-32-49-958162.zarr,fold_clothes,train
2026-06-17-03-04-17-496201,fold_blue_jeans,Fold a pair of blue jeans flat on a bed surface.,microagi,human_bimanual,171.0,,,s3://rldb/processed_v3/microagi/2026-06-17-03-04-17-496201.mp4,s3://rldb/processed_v3/microagi/2026-06-17-03-04-17-496201.zarr,fold_clothes,train
2026-03-27-12-09-04-555759,fold_clothes,Fold a dark pair of shorts on a bed into a compact rectangular shape using both hands.,microagi,human_bimanual,453.0,,,s3://rldb/processed_v3/microagi/2026-03-27-12-09-04-555759.mp4,s3://rldb/processed_v3/microagi/2026-03-27-12-09-04-555759.zarr,fold_clothes,train
2026-03-27-18-52-48-701790,fold_clothes,Fold a pair of jeans in half lengthwise on a bed.,microagi,human_bimanual,453.0,,,s3://rldb/processed_v3/microagi/2026-03-27-18-52-48-701790.mp4,s3://rldb/processed_v3/microagi/2026-03-27-18-52-48-701790.zarr,fold_clothes,train
2026-03-28-08-22-15-422624,fold_clothes,Fold a green floral-patterned garment and place it on a pile of folded clothes on the bed.,microagi,human_bimanual,229.0,,,s3://rldb/processed_v3/microagi/2026-03-28-08-22-15-422624.mp4,s3://rldb/processed_v3/microagi/2026-03-28-08-22-15-422624.zarr,fold_clothes,train
2026-03-28-08-23-45-542315,fold_clothes,Fold a black garment in half and place it on the purple surface.,microagi,human_bimanual,282.0,,,s3://rldb/processed_v3/microagi/2026-03-28-08-23-45-542315.mp4,s3://rldb/processed_v3/microagi/2026-03-28-08-23-45-542315.zarr,fold_clothes,train
2026-03-28-08-29-09-741571,fold_clothes,Fold a polka-dot garment flat on a purple mat and place it on the folded-clothes pile.,microagi,human_bimanual,332.0,,,s3://rldb/processed_v3/microagi/2026-03-28-08-29-09-741571.mp4,s3://rldb/processed_v3/microagi/2026-03-28-08-29-09-741571.zarr,fold_clothes,train
2026-03-28-16-33-57-058648,fold_clothes,Fold a white cloth garment and place it into a laundry basket.,microagi,human_bimanual,163.0,,,s3://rldb/processed_v3/microagi/2026-03-28-16-33-57-058648.mp4,s3://rldb/processed_v3/microagi/2026-03-28-16-33-57-058648.zarr,fold_clothes,train
2026-03-28-16-34-42-575314,fold_clothes,Pick up a white garment from a basket and fold it by aligning and creasing the fabric.,microagi,human_bimanual,172.0,,,s3://rldb/processed_v3/microagi/2026-03-28-16-34-42-575314.mp4,s3://rldb/processed_v3/microagi/2026-03-28-16-34-42-575314.zarr,fold_clothes,train
2026-03-28-21-25-28-575230,fold_clothes,Fold a brown wallet in half on a bed.,microagi,human_bimanual,369.0,,,s3://rldb/processed_v3/microagi/2026-03-28-21-25-28-575230.mp4,s3://rldb/processed_v3/microagi/2026-03-28-21-25-28-575230.zarr,fold_clothes,train
2026-03-29-10-09-22-200435,fold_clothes,Fold a black t-shirt flat on a bed surface.,microagi,human_bimanual,218.0,,,s3://rldb/processed_v3/microagi/2026-03-29-10-09-22-200435.mp4,s3://rldb/processed_v3/microagi/2026-03-29-10-09-22-200435.zarr,fold_clothes,train
2026-03-30-09-24-00-965929,fold_clothes,Fold a small striped cloth into a compact bundle.,microagi,human_bimanual,416.0,,,s3://rldb/processed_v3/microagi/2026-03-30-09-24-00-965929.mp4,s3://rldb/processed_v3/microagi/2026-03-30-09-24-00-965929.zarr,fold_clothes,train
2026-03-30-13-00-39-780138,fold_clothes,Fold a pair of black pants lengthwise on a bed surface.,microagi,human_bimanual,152.0,,,s3://rldb/processed_v3/microagi/2026-03-30-13-00-39-780138.mp4,s3://rldb/processed_v3/microagi/2026-03-30-13-00-39-780138.zarr,fold_clothes,train
2026-03-30-13-02-37-465046,fold_clothes,Fold a pair of pants in half lengthwise and then fold them again into a compact rectangle on the bed.,microagi,human_bimanual,157.0,,,s3://rldb/processed_v3/microagi/2026-03-30-13-02-37-465046.mp4,s3://rldb/processed_v3/microagi/2026-03-30-13-02-37-465046.zarr,fold_clothes,train
2026-03-30-20-08-25-902282,fold_clothes,"Fold a pair of gray pants in half lengthwise and then in half again, placing the folded pants onto a stack on the bed.",microagi,human_bimanual,194.0,,,s3://rldb/processed_v3/microagi/2026-03-30-20-08-25-902282.mp4,s3://rldb/processed_v3/microagi/2026-03-30-20-08-25-902282.zarr,fold_clothes,train
2026-04-01-10-24-41-828991,fold_clothes,Fold a striped shirt in half and place it neatly on a patterned blanket.,microagi,human_bimanual,404.0,,,s3://rldb/processed_v3/microagi/2026-04-01-10-24-41-828991.mp4,s3://rldb/processed_v3/microagi/2026-04-01-10-24-41-828991.zarr,fold_clothes,train
2026-04-01-10-26-11-080548,fold_clothes,Fold a pair of jeans by bringing one leg over the other to create a folded shape.,microagi,human_bimanual,214.0,,,s3://rldb/processed_v3/microagi/2026-04-01-10-26-11-080548.mp4,s3://rldb/processed_v3/microagi/2026-04-01-10-26-11-080548.zarr,fold_clothes,train
2026-04-01-10-28-02-511250,fold_clothes,Fold a striped shirt in half lengthwise and then fold it again into a compact rectangle on a patterned cloth surface.,microagi,human_bimanual,532.0,,,s3://rldb/processed_v3/microagi/2026-04-01-10-28-02-511250.mp4,s3://rldb/processed_v3/microagi/2026-04-01-10-28-02-511250.zarr,fold_clothes,train
2026-04-01-10-52-59-822631,fold_clothes,Fold a blue plaid shirt on a bed by smoothing and arranging the fabric.,microagi,human_bimanual,540.0,,,s3://rldb/processed_v3/microagi/2026-04-01-10-52-59-822631.mp4,s3://rldb/processed_v3/microagi/2026-04-01-10-52-59-822631.zarr,fold_clothes,train
2026-04-01-11-37-47-357419,fold_clothes,Fold a pair of jeans by aligning and folding the legs together on a flat surface.,microagi,human_bimanual,531.0,,,s3://rldb/processed_v3/microagi/2026-04-01-11-37-47-357419.mp4,s3://rldb/processed_v3/microagi/2026-04-01-11-37-47-357419.zarr,fold_clothes,train
2026-04-02-14-20-20-062331,fold_clothes,Fold a blue shirt on a round wooden table into a compact rectangular shape.,microagi,human_bimanual,179.0,,,s3://rldb/processed_v3/microagi/2026-04-02-14-20-20-062331.mp4,s3://rldb/processed_v3/microagi/2026-04-02-14-20-20-062331.zarr,fold_clothes,train
2026-04-05-23-17-33-116650,fold_clothes,Fold a black t-shirt on a wooden table into a compact rectangular shape.,microagi,human_bimanual,428.0,,,s3://rldb/processed_v3/microagi/2026-04-05-23-17-33-116650.mp4,s3://rldb/processed_v3/microagi/2026-04-05-23-17-33-116650.zarr,fold_clothes,train
2026-04-07-11-50-10-173846,fold_clothes,Fold a gray checkered shirt on a flat surface into a compact folded shape.,microagi,human_bimanual,190.0,,,s3://rldb/processed_v3/microagi/2026-04-07-11-50-10-173846.mp4,s3://rldb/processed_v3/microagi/2026-04-07-11-50-10-173846.zarr,fold_clothes,train
2026-04-08-13-25-22-053778,fold_clothes,Fold a black t-shirt on a table into a compact folded shape.,microagi,human_bimanual,710.0,,,s3://rldb/processed_v3/microagi/2026-04-08-13-25-22-053778.mp4,s3://rldb/processed_v3/microagi/2026-04-08-13-25-22-053778.zarr,fold_clothes,train
2026-04-10-12-50-06-414388,fold_clothes,"Fold a dark garment (shorts) in half on a flat surface, resulting in a compact folded piece of clothing.",microagi,human_bimanual,482.0,,,s3://rldb/processed_v3/microagi/2026-04-10-12-50-06-414388.mp4,s3://rldb/processed_v3/microagi/2026-04-10-12-50-06-414388.zarr,fold_clothes,train
2026-04-10-14-32-47-745111,fold_clothes,Fold a blue garment and a yellow garment on a bed into compact folded shapes.,microagi,human_bimanual,433.0,,,s3://rldb/processed_v3/microagi/2026-04-10-14-32-47-745111.mp4,s3://rldb/processed_v3/microagi/2026-04-10-14-32-47-745111.zarr,fold_clothes,train
2026-04-13-04-31-30-213939,fold_clothes,"Fold a black garment and then a gray garment on a bed, arranging them into folded shapes.",microagi,human_bimanual,161.0,,,s3://rldb/processed_v3/microagi/2026-04-13-04-31-30-213939.mp4,s3://rldb/processed_v3/microagi/2026-04-13-04-31-30-213939.zarr,fold_clothes,train
2026-04-15-15-52-43-546009,fold_clothes,Fold a white t-shirt on the floor and place it next to other folded garments.,microagi,human_bimanual,224.0,,,s3://rldb/processed_v3/microagi/2026-04-15-15-52-43-546009.mp4,s3://rldb/processed_v3/microagi/2026-04-15-15-52-43-546009.zarr,fold_clothes,train
2026-04-17-06-49-02-984543,fold_clothes,Fold a brown garment on a bed into a compact folded shape.,microagi,human_bimanual,444.0,,,s3://rldb/processed_v3/microagi/2026-04-17-06-49-02-984543.mp4,s3://rldb/processed_v3/microagi/2026-04-17-06-49-02-984543.zarr,fold_clothes,train
2026-04-17-11-04-17-885966,fold_clothes,"Fold a black garment and place it on the desk, then pick up a green patterned garment to fold.",microagi,human_bimanual,199.0,,,s3://rldb/processed_v3/microagi/2026-04-17-11-04-17-885966.mp4,s3://rldb/processed_v3/microagi/2026-04-17-11-04-17-885966.zarr,fold_clothes,train
2026-04-17-11-06-18-850851,fold_clothes,"Fold a patterned shirt and a black garment on a desk, placing each folded item down.",microagi,human_bimanual,150.0,,,s3://rldb/processed_v3/microagi/2026-04-17-11-06-18-850851.mp4,s3://rldb/processed_v3/microagi/2026-04-17-11-06-18-850851.zarr,fold_clothes,train
2026-04-17-18-06-15-574542,fold_clothes,Fold a brown patterned cloth in half and place it on the bed beside a stack of folded linens.,microagi,human_bimanual,222.0,,,s3://rldb/processed_v3/microagi/2026-04-17-18-06-15-574542.mp4,s3://rldb/processed_v3/microagi/2026-04-17-18-06-15-574542.zarr,fold_clothes,train
2026-04-18-00-29-21-285766,fold_clothes,Fold a green patterned shirt on a desk and pick up a black garment to fold it.,microagi,human_bimanual,152.0,,,s3://rldb/processed_v3/microagi/2026-04-18-00-29-21-285766.mp4,s3://rldb/processed_v3/microagi/2026-04-18-00-29-21-285766.zarr,fold_clothes,train
2026-04-18-10-10-19-299610,fold_clothes,Fold a green t-shirt in half twice on a bed to produce a compact folded garment.,microagi,human_bimanual,197.0,,,s3://rldb/processed_v3/microagi/2026-04-18-10-10-19-299610.mp4,s3://rldb/processed_v3/microagi/2026-04-18-10-10-19-299610.zarr,fold_clothes,train
2026-04-18-12-42-19-316076,fold_clothes,Fold a black garment into a compact rectangular shape on a bed.,microagi,human_bimanual,373.0,,,s3://rldb/processed_v3/microagi/2026-04-18-12-42-19-316076.mp4,s3://rldb/processed_v3/microagi/2026-04-18-12-42-19-316076.zarr,fold_clothes,train
2026-04-18-14-35-01-310294,fold_clothes,Fold a gray shirt by holding it up by the shoulders and folding it into a compact shape.,microagi,human_bimanual,199.0,,,s3://rldb/processed_v3/microagi/2026-04-18-14-35-01-310294.mp4,s3://rldb/processed_v3/microagi/2026-04-18-14-35-01-310294.zarr,fold_clothes,train
2026-04-20-11-47-19-518075,fold_clothes,"Fold a white t-shirt in half on a bed, resulting in a compact folded rectangle.",microagi,human_bimanual,421.0,,,s3://rldb/processed_v3/microagi/2026-04-20-11-47-19-518075.mp4,s3://rldb/processed_v3/microagi/2026-04-20-11-47-19-518075.zarr,fold_clothes,train
2026-04-21-11-02-59-403358,fold_clothes,Fold a small black garment (sock) on a blue surface using both hands.,microagi,human_bimanual,226.0,,,s3://rldb/processed_v3/microagi/2026-04-21-11-02-59-403358.mp4,s3://rldb/processed_v3/microagi/2026-04-21-11-02-59-403358.zarr,fold_clothes,train
2026-04-22-14-31-50-248793,fold_clothes,Fold a dark garment and place it on the table next to already folded clothes.,microagi,human_bimanual,246.0,,,s3://rldb/processed_v3/microagi/2026-04-22-14-31-50-248793.mp4,s3://rldb/processed_v3/microagi/2026-04-22-14-31-50-248793.zarr,fold_clothes,train
2026-04-22-21-00-48-165903,fold_clothes,Fold a blue and white striped cloth/towel on a bed by laying it flat and pressing it into a folded shape.,microagi,human_bimanual,576.0,,,s3://rldb/processed_v3/microagi/2026-04-22-21-00-48-165903.mp4,s3://rldb/processed_v3/microagi/2026-04-22-21-00-48-165903.zarr,fold_clothes,train
2026-04-23-09-28-13-418420,fold_clothes,Fold a pair of dark jeans on a wooden table by laying them flat and folding the legs together into a compact shape.,microagi,human_bimanual,220.0,,,s3://rldb/processed_v3/microagi/2026-04-23-09-28-13-418420.mp4,s3://rldb/processed_v3/microagi/2026-04-23-09-28-13-418420.zarr,fold_clothes,train
2026-04-23-09-30-37-591414,fold_clothes,Fold a gray shirt flat on a wooden table by smoothing and folding it into a compact shape.,microagi,human_bimanual,222.0,,,s3://rldb/processed_v3/microagi/2026-04-23-09-30-37-591414.mp4,s3://rldb/processed_v3/microagi/2026-04-23-09-30-37-591414.zarr,fold_clothes,train
2026-04-23-09-31-14-923370,fold_clothes,Pick up a white cloth from a pile on the couch and fold it in half.,microagi,human_bimanual,402.0,,,s3://rldb/processed_v3/microagi/2026-04-23-09-31-14-923370.mp4,s3://rldb/processed_v3/microagi/2026-04-23-09-31-14-923370.zarr,fold_clothes,train
2026-04-23-09-35-20-427562,fold_clothes,Fold a brown garment on a wooden table by bringing its sides together into a compact folded shape.,microagi,human_bimanual,221.0,,,s3://rldb/processed_v3/microagi/2026-04-23-09-35-20-427562.mp4,s3://rldb/processed_v3/microagi/2026-04-23-09-35-20-427562.zarr,fold_clothes,train
2026-04-23-09-37-50-101579,fold_clothes,Fold a navy shirt in half on a wooden table and place it down.,microagi,human_bimanual,180.0,,,s3://rldb/processed_v3/microagi/2026-04-23-09-37-50-101579.mp4,s3://rldb/processed_v3/microagi/2026-04-23-09-37-50-101579.zarr,fold_clothes,train
2026-04-23-15-47-02-190375,fold_clothes,Fold a striped shirt flat on a table by folding the sides inward into a compact rectangle.,microagi,human_bimanual,231.0,,,s3://rldb/processed_v3/microagi/2026-04-23-15-47-02-190375.mp4,s3://rldb/processed_v3/microagi/2026-04-23-15-47-02-190375.zarr,fold_clothes,train
2026-04-23-18-59-46-479830,fold_clothes,"Fold a pink hoodie on a bed by laying it flat, folding the sleeves inward, and folding it in half into a compact rectangle.",microagi,human_bimanual,1179.0,,,s3://rldb/processed_v3/microagi/2026-04-23-18-59-46-479830.mp4,s3://rldb/processed_v3/microagi/2026-04-23-18-59-46-479830.zarr,fold_clothes,train
2026-04-23-21-16-58-125018,fold_clothes,Fold a patterned garment on a bed surface into a compact folded shape.,microagi,human_bimanual,181.0,,,s3://rldb/processed_v3/microagi/2026-04-23-21-16-58-125018.mp4,s3://rldb/processed_v3/microagi/2026-04-23-21-16-58-125018.zarr,fold_clothes,train
2026-04-23-22-53-11-878433,fold_clothes,Fold a black garment on a bed by manipulating and folding the fabric into a compact shape.,microagi,human_bimanual,314.0,,,s3://rldb/processed_v3/microagi/2026-04-23-22-53-11-878433.mp4,s3://rldb/processed_v3/microagi/2026-04-23-22-53-11-878433.zarr,fold_clothes,train
2026-04-24-05-45-22-402339,fold_clothes,Fold individual clothing items from a pile and place each folded garment on the surface.,microagi,human_bimanual,911.0,,,s3://rldb/processed_v3/microagi/2026-04-24-05-45-22-402339.mp4,s3://rldb/processed_v3/microagi/2026-04-24-05-45-22-402339.zarr,fold_clothes,train
2026-04-24-05-46-03-485672,fold_clothes,"Fold a striped shirt on a couch, smoothing and folding it into a compact shape.",microagi,human_bimanual,167.0,,,s3://rldb/processed_v3/microagi/2026-04-24-05-46-03-485672.mp4,s3://rldb/processed_v3/microagi/2026-04-24-05-46-03-485672.zarr,fold_clothes,train
2026-04-24-05-58-02-926083,fold_clothes,Fold assorted clothing items (striped and maroon garments) and place the folded clothes on the couch.,microagi,human_bimanual,645.0,,,s3://rldb/processed_v3/microagi/2026-04-24-05-58-02-926083.mp4,s3://rldb/processed_v3/microagi/2026-04-24-05-58-02-926083.zarr,fold_clothes,train
2026-04-24-09-34-22-878932,fold_clothes,Fold a black t-shirt into a compact shape by manipulating and folding it on the lap.,microagi,human_bimanual,220.0,,,s3://rldb/processed_v3/microagi/2026-04-24-09-34-22-878932.mp4,s3://rldb/processed_v3/microagi/2026-04-24-09-34-22-878932.zarr,fold_clothes,train
2026-04-24-09-37-19-420799,fold_clothes,"Pick up a yellow garment from a pile of clothes, unfold it, and lay it flat on the bed.",microagi,human_bimanual,160.0,,,s3://rldb/processed_v3/microagi/2026-04-24-09-37-19-420799.mp4,s3://rldb/processed_v3/microagi/2026-04-24-09-37-19-420799.zarr,fold_clothes,train
2026-04-24-10-21-56-846365,fold_clothes,Fold dark clothing items (pants and shirts) and arrange the folded garments on the bed.,microagi,human_bimanual,447.0,,,s3://rldb/processed_v3/microagi/2026-04-24-10-21-56-846365.mp4,s3://rldb/processed_v3/microagi/2026-04-24-10-21-56-846365.zarr,fold_clothes,train
2026-04-25-14-18-13-988711,fold_clothes,"Fold a yellow cloth and a gray garment on a table, arranging them neatly alongside other folded clothes.",microagi,human_bimanual,253.0,,,s3://rldb/processed_v3/microagi/2026-04-25-14-18-13-988711.mp4,s3://rldb/processed_v3/microagi/2026-04-25-14-18-13-988711.zarr,fold_clothes,train
2026-04-25-14-22-35-332619,fold_clothes,Spread a light blue t-shirt flat on a wooden table to prepare it for folding.,microagi,human_bimanual,153.0,,,s3://rldb/processed_v3/microagi/2026-04-25-14-22-35-332619.mp4,s3://rldb/processed_v3/microagi/2026-04-25-14-22-35-332619.zarr,fold_clothes,train
2026-04-29-01-22-10-818304,fold_clothes,"Fold a gray t-shirt by lifting, stretching, and laying it flat on the bed surface.",microagi,human_bimanual,300.0,,,s3://rldb/processed_v3/microagi/2026-04-29-01-22-10-818304.mp4,s3://rldb/processed_v3/microagi/2026-04-29-01-22-10-818304.zarr,fold_clothes,train
2026-04-29-13-49-26-422882,fold_clothes,Fold a white patterned shirt on a bed by spreading it flat and folding it in half.,microagi,human_bimanual,257.0,,,s3://rldb/processed_v3/microagi/2026-04-29-13-49-26-422882.mp4,s3://rldb/processed_v3/microagi/2026-04-29-13-49-26-422882.zarr,fold_clothes,train
2026-04-29-19-08-37-843293,fold_clothes,"Fold a light blue garment (jeans/pants) on a bed using both hands, resulting in a compact folded shape.",microagi,human_bimanual,302.0,,,s3://rldb/processed_v3/microagi/2026-04-29-19-08-37-843293.mp4,s3://rldb/processed_v3/microagi/2026-04-29-19-08-37-843293.zarr,fold_clothes,train
2026-05-01-16-53-31-338946,fold_clothes,"Pick up a green patterned shirt from the couch, lay it flat on the desk, and fold it into a compact rectangle.",microagi,human_bimanual,631.0,,,s3://rldb/processed_v3/microagi/2026-05-01-16-53-31-338946.mp4,s3://rldb/processed_v3/microagi/2026-05-01-16-53-31-338946.zarr,fold_clothes,train
2026-05-02-09-33-08-487843,fold_clothes,"Fold a black garment (pants or shirt) on a rug into a compact, flat folded shape.",microagi,human_bimanual,272.0,,,s3://rldb/processed_v3/microagi/2026-05-02-09-33-08-487843.mp4,s3://rldb/processed_v3/microagi/2026-05-02-09-33-08-487843.zarr,fold_clothes,train
2026-05-02-11-21-11-551001,fold_clothes,Fold a dark blue garment (pants or shirt) in half and place it as a compact folded square on the bed.,microagi,human_bimanual,629.0,,,s3://rldb/processed_v3/microagi/2026-05-02-11-21-11-551001.mp4,s3://rldb/processed_v3/microagi/2026-05-02-11-21-11-551001.zarr,fold_clothes,train
2026-05-02-12-12-00-071252,fold_clothes,Fold a blue fleece jacket on a table by tucking the sleeves inward and folding it in half.,microagi,human_bimanual,182.0,,,s3://rldb/processed_v3/microagi/2026-05-02-12-12-00-071252.mp4,s3://rldb/processed_v3/microagi/2026-05-02-12-12-00-071252.zarr,fold_clothes,train
2026-05-02-22-18-21-026237,fold_clothes,"Fold a white garment (underwear/small clothing item) on a bed by grasping, aligning, and folding it into a compact shape.",microagi,human_bimanual,180.0,,,s3://rldb/processed_v3/microagi/2026-05-02-22-18-21-026237.mp4,s3://rldb/processed_v3/microagi/2026-05-02-22-18-21-026237.zarr,fold_clothes,train
2026-05-03-02-36-54-864585,fold_clothes,Fold a black garment on the bed and place the folded item on a chair.,microagi,human_bimanual,525.0,,,s3://rldb/processed_v3/microagi/2026-05-03-02-36-54-864585.mp4,s3://rldb/processed_v3/microagi/2026-05-03-02-36-54-864585.zarr,fold_clothes,train
2026-05-03-10-53-52-940673,fold_clothes,Fold a pink hoodie on a bed by aligning and folding the fabric into a compact shape.,microagi,human_bimanual,390.0,,,s3://rldb/processed_v3/microagi/2026-05-03-10-53-52-940673.mp4,s3://rldb/processed_v3/microagi/2026-05-03-10-53-52-940673.zarr,fold_clothes,train
2026-05-03-15-14-09-542100,fold_clothes,Fold a black shirt or garment into a compact rectangular shape on the bed.,microagi,human_bimanual,953.0,,,s3://rldb/processed_v3/microagi/2026-05-03-15-14-09-542100.mp4,s3://rldb/processed_v3/microagi/2026-05-03-15-14-09-542100.zarr,fold_clothes,train
2026-05-03-15-36-15-535198,fold_clothes,Fold a pair of maroon shorts on a bed by smoothing the fabric and folding the sides inward into a compact shape.,microagi,human_bimanual,990.0,,,s3://rldb/processed_v3/microagi/2026-05-03-15-36-15-535198.mp4,s3://rldb/processed_v3/microagi/2026-05-03-15-36-15-535198.zarr,fold_clothes,train
2026-05-03-18-57-47-168064,fold_clothes,Fold a white shirt on a bed and place it into a neat stack with other folded clothes.,microagi,human_bimanual,735.0,,,s3://rldb/processed_v3/microagi/2026-05-03-18-57-47-168064.mp4,s3://rldb/processed_v3/microagi/2026-05-03-18-57-47-168064.zarr,fold_clothes,train
2026-05-03-19-26-59-265030,fold_clothes,Fold a light blue cloth garment in half on a wooden surface and set the folded item aside.,microagi,human_bimanual,443.0,,,s3://rldb/processed_v3/microagi/2026-05-03-19-26-59-265030.mp4,s3://rldb/processed_v3/microagi/2026-05-03-19-26-59-265030.zarr,fold_clothes,train
2026-05-03-19-27-38-275208,fold_clothes,Fold a red and white patterned cloth into a compact rectangular shape on a wooden table.,microagi,human_bimanual,183.0,,,s3://rldb/processed_v3/microagi/2026-05-03-19-27-38-275208.mp4,s3://rldb/processed_v3/microagi/2026-05-03-19-27-38-275208.zarr,fold_clothes,train
2026-05-04-20-47-22-948095,fold_clothes,Fold a white shirt on a bed by laying it flat and folding it into a compact shape.,microagi,human_bimanual,218.0,,,s3://rldb/processed_v3/microagi/2026-05-04-20-47-22-948095.mp4,s3://rldb/processed_v3/microagi/2026-05-04-20-47-22-948095.zarr,fold_clothes,train
2026-05-04-21-02-33-176273,fold_clothes,Pick up a black garment from a pile of clothes on a bed and fold it into a compact bundle.,microagi,human_bimanual,269.0,,,s3://rldb/processed_v3/microagi/2026-05-04-21-02-33-176273.mp4,s3://rldb/processed_v3/microagi/2026-05-04-21-02-33-176273.zarr,fold_clothes,train
2026-05-05-09-42-46-622670,fold_clothes,Fold a black t-shirt on a table by aligning and folding it into a compact shape.,microagi,human_bimanual,259.0,,,s3://rldb/processed_v3/microagi/2026-05-05-09-42-46-622670.mp4,s3://rldb/processed_v3/microagi/2026-05-05-09-42-46-622670.zarr,fold_clothes,train
2026-05-05-09-53-35-962421,fold_clothes,Fold a green tote bag on a table into a compact rectangle.,microagi,human_bimanual,426.0,,,s3://rldb/processed_v3/microagi/2026-05-05-09-53-35-962421.mp4,s3://rldb/processed_v3/microagi/2026-05-05-09-53-35-962421.zarr,fold_clothes,train
2026-05-05-13-23-34-477518,fold_clothes,Fold a dark garment (shorts/pants) flat on a table into a compact rectangular shape.,microagi,human_bimanual,282.0,,,s3://rldb/processed_v3/microagi/2026-05-05-13-23-34-477518.mp4,s3://rldb/processed_v3/microagi/2026-05-05-13-23-34-477518.zarr,fold_clothes,train
2026-05-05-15-44-23-896508,fold_clothes,Fold a black garment (pants/hoodie) flat on a table into a compact folded rectangle.,microagi,human_bimanual,240.0,,,s3://rldb/processed_v3/microagi/2026-05-05-15-44-23-896508.mp4,s3://rldb/processed_v3/microagi/2026-05-05-15-44-23-896508.zarr,fold_clothes,train
2026-05-05-16-01-28-150700,fold_clothes,Fold a dark blue garment in half and place it onto a pile of clothes on the bed.,microagi,human_bimanual,215.0,,,s3://rldb/processed_v3/microagi/2026-05-05-16-01-28-150700.mp4,s3://rldb/processed_v3/microagi/2026-05-05-16-01-28-150700.zarr,fold_clothes,train
2026-05-06-06-18-00-537016,fold_clothes,Fold a dark garment on a table and place it onto a stack of folded clothes.,microagi,human_bimanual,768.0,,,s3://rldb/processed_v3/microagi/2026-05-06-06-18-00-537016.mp4,s3://rldb/processed_v3/microagi/2026-05-06-06-18-00-537016.zarr,fold_clothes,train
2026-05-06-09-39-48-610067,fold_clothes,Fold a black t-shirt in half and place it flat on the table.,microagi,human_bimanual,216.0,,,s3://rldb/processed_v3/microagi/2026-05-06-09-39-48-610067.mp4,s3://rldb/processed_v3/microagi/2026-05-06-09-39-48-610067.zarr,fold_clothes,train
2026-05-06-16-43-13-826087,fold_clothes,Fold a gray garment (sweatshirt/shirt) on a table into a compact rectangle using both hands.,microagi,human_bimanual,181.0,,,s3://rldb/processed_v3/microagi/2026-05-06-16-43-13-826087.mp4,s3://rldb/processed_v3/microagi/2026-05-06-16-43-13-826087.zarr,fold_clothes,train
2026-05-06-16-45-24-410369,fold_clothes,Fold a red garment into a compact folded shape using both hands.,microagi,human_bimanual,168.0,,,s3://rldb/processed_v3/microagi/2026-05-06-16-45-24-410369.mp4,s3://rldb/processed_v3/microagi/2026-05-06-16-45-24-410369.zarr,fold_clothes,train
2026-05-07-14-13-54-326359,fold_clothes,Fold a gray hoodie on a dresser into a compact folded shape.,microagi,human_bimanual,1064.0,,,s3://rldb/processed_v3/microagi/2026-05-07-14-13-54-326359.mp4,s3://rldb/processed_v3/microagi/2026-05-07-14-13-54-326359.zarr,fold_clothes,train
2026-05-07-15-13-37-963083,fold_clothes,Fold a black shirt on a wooden table surface.,microagi,human_bimanual,320.0,,,s3://rldb/processed_v3/microagi/2026-05-07-15-13-37-963083.mp4,s3://rldb/processed_v3/microagi/2026-05-07-15-13-37-963083.zarr,fold_clothes,train
2026-05-07-15-23-11-457359,fold_clothes,"Lay a pair of jeans flat on a wooden table, smoothing out wrinkles to prepare for folding.",microagi,human_bimanual,480.0,,,s3://rldb/processed_v3/microagi/2026-05-07-15-23-11-457359.mp4,s3://rldb/processed_v3/microagi/2026-05-07-15-23-11-457359.zarr,fold_clothes,train
2026-05-07-15-28-25-910484,fold_clothes,Fold a plaid cloth garment and lay it flat on the table.,microagi,human_bimanual,579.0,,,s3://rldb/processed_v3/microagi/2026-05-07-15-28-25-910484.mp4,s3://rldb/processed_v3/microagi/2026-05-07-15-28-25-910484.zarr,fold_clothes,train
2026-05-07-18-34-00-427767,fold_clothes,Fold a pair of black pants flat on a bed by laying them out and folding them in half.,microagi,human_bimanual,279.0,,,s3://rldb/processed_v3/microagi/2026-05-07-18-34-00-427767.mp4,s3://rldb/processed_v3/microagi/2026-05-07-18-34-00-427767.zarr,fold_clothes,train
